total_packets,tcp_packets,tcp_syn_packets,udp_packets,icmp_packets,avg_len,entropy_src_ip,entropy_src_port,label
84,0,0,0,84,98.0,2.274637073835522,0.0,0
84,0,0,0,84,98.0,2.285843159132231,0.0,0
86,0,0,0,86,98.0,2.2998152535508143,0.0,0
82,0,0,0,82,98.0,2.2946119576101562,0.0,0
84,0,0,0,84,98.0,2.27360224074205,0.0,0
86,0,0,0,86,98.0,2.2930250769139713,0.0,0
82,0,0,0,82,98.0,2.2842641503917087,0.0,0
83,0,0,0,83,98.0,2.2838543486796006,0.0,0
84,0,0,0,84,98.0,2.2877190470265343,0.0,0
85,0,0,0,85,98.0,2.2910652930190847,0.0,0
83,0,0,0,83,98.0,2.288385536729597,0.0,0
85,0,0,0,85,98.0,2.2821782716583696,0.0,0
84,0,0,0,84,98.0,2.2909089064228705,0.0,0
84,0,0,0,84,98.0,2.285843159132231,0.0,0
83,0,0,0,83,98.0,2.298982921502576,0.0,0
84,0,0,0,84,98.0,2.279242294678759,0.0,0
84,0,0,0,84,98.0,2.286921010866719,0.0,0
85,0,0,0,84,96.84705882352941,2.2860427817199485,0.0,0
83,0,0,0,84,99.18072289156626,2.2842641503917087,0.0,0
88,0,0,0,88,98.0,2.286970656542228,0.0,0
80,0,0,0,80,98.0,2.288100929170621,0.0,0
85,0,0,0,85,98.0,2.28555659388036,0.0,0
83,0,0,0,83,98.0,2.2889037334896143,0.0,0
85,0,0,0,85,98.0,2.2910652930190847,0.0,0
83,0,0,0,83,98.0,2.2771090987286415,0.0,0
86,0,0,0,86,98.0,2.2851034724581827,0.0,0
82,0,0,0,82,98.0,2.293259531308588,0.0,0
84,0,0,0,84,98.0,2.288826337731014,0.0,0
88,0,0,0,88,98.0,2.2788610376556884,0.0,0
81,0,0,0,81,98.0,2.2969244187824494,0.0,0
83,0,0,0,83,98.0,2.2899394985518935,0.0,0
86,0,0,0,86,98.0,2.288385536729597,0.0,0
82,0,0,0,82,98.0,2.2877190470265343,0.0,0
88,0,0,0,88,98.0,2.2894918476596167,0.0,0
84,0,0,0,84,98.0,2.283286664121807,0.0,0
81,0,0,0,81,98.0,2.291682052759309,0.0,0
83,0,0,0,83,98.0,2.277114215477244,0.0,0
84,0,0,0,84,98.0,2.287898497136621,0.0,0
84,0,0,0,84,98.0,2.287898497136621,0.0,0
84,0,0,0,84,98.0,2.2909089064228705,0.0,0
84,0,0,0,84,98.0,2.285843159132231,0.0,0
84,0,0,0,84,98.0,2.2899394985518935,0.0,0
84,0,0,0,84,98.0,2.287449899155419,0.0,0
84,0,0,0,84,98.0,2.2877190470265343,0.0,0
85,0,0,0,84,98.0,2.275256726834288,0.0,0
83,0,0,0,84,98.0,2.3005738762660832,0.0,0
84,0,0,0,84,98.0,2.2788687246191435,0.0,0
84,0,0,0,84,98.0,2.2909089064228705,0.0,0
84,0,0,0,84,98.0,2.2802743604028812,0.0,0
84,0,0,0,84,98.0,2.2818185358768086,0.0,0
80,0,0,0,80,98.0,2.3117257831073625,0.0,0
86,0,0,0,86,98.0,2.288826337731014,0.0,0
82,0,0,0,82,98.0,2.2910652930190842,0.0,0
84,0,0,0,84,98.0,2.288826337731014,0.0,0
84,0,0,0,84,98.0,2.29220088693735,0.0,0
84,0,0,0,84,98.0,2.280694825110772,0.0,0
85,0,0,0,85,98.0,2.294049530438537,0.0,0
83,0,0,0,83,98.0,2.2786231696641392,0.0,0
84,0,0,0,84,98.0,2.288826337731014,0.0,0
89,0,0,0,89,98.0,2.288826337731014,0.0,0
80,0,0,0,80,98.0,2.288826337731014,0.0,0
84,0,0,0,84,98.0,2.288639219516842,0.0,0
83,0,0,0,83,98.0,2.2912652493631724,0.0,0
87,0,0,0,87,98.0,2.268230374594143,0.0,0
79,0,0,0,79,98.0,2.2995076971795916,0.0,0
84,0,0,0,84,98.0,2.2846820555786485,0.0,0
85,0,0,0,85,98.0,2.2998152535508147,0.0,0
85,0,0,0,85,98.0,2.2906433067679877,0.0,0
84,0,0,0,84,98.0,2.3043488856134378,0.0,0
82,0,0,0,82,98.0,2.272457359731325,0.0,0
86,0,0,0,86,98.0,2.288639219516842,0.0,0
83,0,0,0,83,98.0,2.2874309462741724,0.0,0
84,0,0,0,84,98.0,2.288826337731014,0.0,0
83,0,0,0,83,98.0,2.2730437233125267,0.0,0
84,0,0,0,84,98.0,2.288385536729597,0.0,0
84,0,0,0,84,98.0,2.288826337731014,0.0,0
87,0,0,0,87,98.0,2.2952530662115094,0.0,0
81,0,0,0,81,98.0,2.2899887339325633,0.0,0
84,0,0,0,84,98.0,2.284095439559592,0.0,0
86,0,0,0,86,98.0,2.2855565938803597,0.0,0
82,0,0,0,82,98.0,2.280045724118768,0.0,0
84,0,0,0,84,98.0,2.2978600563566274,0.0,0
83,0,0,0,84,98.0,2.2946611929908256,0.0,0
88,0,0,0,89,99.11363636363636,2.2736362003056994,0.0,0
81,0,0,0,81,98.0,2.2820016616713548,0.0,0
82,0,0,0,82,98.0,2.286503105679779,0.0,0
84,0,0,0,84,98.0,2.2975266525872353,0.0,0
86,0,0,0,86,98.0,2.2791992611748273,0.0,0
83,0,0,0,83,98.0,2.2874309462741724,0.0,0
84,0,0,0,84,98.0,2.2874309462741724,0.0,0
83,0,0,0,83,98.0,2.2997656078753055,0.0,0
85,0,0,0,85,98.0,2.2842641503917087,0.0,0
83,0,0,0,83,98.0,2.274637073835522,0.0,0
85,0,0,0,85,98.0,2.3011263682444913,0.0,0
85,0,0,0,85,98.0,2.285843159132231,0.0,0
83,0,0,0,83,98.0,2.289525047126829,0.0,0
84,0,0,0,84,98.0,2.286503105679779,0.0,0
83,0,0,0,83,98.0,2.272185687740213,0.0,0
85,0,0,0,85,98.0,2.3032896044184827,0.0,0
83,0,0,0,83,98.0,2.279887899443834,0.0,0
83,0,0,0,84,99.18072289156626,2.2812426340841916,0.0,0
84,0,0,0,84,98.0,2.288385536729597,0.0,0
84,0,0,0,84,98.0,2.301185172605596,0.0,0
84,0,0,0,84,98.0,2.2746801073394542,0.0,0
84,0,0,0,84,98.0,2.285843159132231,0.0,0
85,0,0,0,85,98.0,2.287898497136621,0.0,0
85,0,0,0,85,98.0,2.2877190470265343,0.0,0
82,0,0,0,82,98.0,2.278392952811441,0.0,0
84,0,0,0,84,98.0,2.297282521444849,0.0,0
84,0,0,0,84,98.0,2.285609896173042,0.0,0
84,0,0,0,84,98.0,2.2962442400986145,0.0,0
85,0,0,0,85,98.0,2.277114215477244,0.0,0
84,0,0,0,84,98.0,2.288826337731014,0.0,0
84,0,0,0,84,98.0,2.288639219516842,0.0,0
83,0,0,0,84,99.18072289156626,2.295629712775392,0.0,0
86,0,0,0,86,98.0,2.279184688106862,0.0,0
85,0,0,0,85,98.0,2.2877190470265347,0.0,0
80,0,0,0,80,98.0,2.293304248307155,0.0,0
87,0,0,0,87,98.0,2.284264150391709,0.0,0
81,0,0,0,81,98.0,2.2761351827730505,0.0,0
84,0,0,0,84,98.0,2.2995373178505276,0.0,0
90,0,0,0,90,98.0,2.2833363097973156,0.0,0
78,0,0,0,78,98.0,2.3182236609838154,0.0,0
85,0,0,0,85,98.0,2.2562847783872817,0.0,0
83,0,0,0,83,98.0,2.2730437233125267,0.0,0
84,0,0,0,84,98.0,2.288826337731014,0.0,0
85,0,0,0,85,98.0,2.3026602039923842,0.0,0
83,0,0,0,83,98.0,2.284114736205134,0.0,0
90,0,0,0,90,98.0,2.2837850116815583,0.0,0
79,0,0,0,79,98.0,2.2908596710422007,0.0,0
86,0,0,0,86,98.0,2.2904196882540098,0.0,0
80,0,0,0,80,98.0,2.2803069965100136,0.0,0
87,0,0,0,87,98.0,2.295316399504221,0.0,0
82,0,0,0,82,98.0,2.275886375753644,0.0,0
83,0,0,0,83,98.0,2.2877190470265343,0.0,0
85,0,0,0,85,98.0,2.287898497136621,0.0,0
84,0,0,0,84,98.0,2.2834388923408717,0.0,0
84,0,0,0,84,98.0,2.2930250769139717,0.0,0
84,0,0,0,84,98.0,2.288826337731014,0.0,0
84,0,0,0,84,98.0,2.2861359287345016,0.0,0
90,0,0,0,90,98.0,2.2881652153925,0.0,0
79,0,0,0,79,98.0,2.2721158827181336,0.0,0
82,0,0,0,82,98.0,2.2910652930190847,0.0,0
84,0,0,0,84,98.0,2.284264150391709,0.0,0
85,0,0,0,85,98.0,2.287898497136621,0.0,0
89,0,0,0,89,98.0,2.305221004721348,0.0,0
78,0,0,0,78,98.0,2.2819755494281297,0.0,0
86,0,0,0,86,98.0,2.2837850116815583,0.0,0
82,0,0,0,82,98.0,2.2910652930190847,0.0,0
85,0,0,0,85,98.0,2.288826337731014,0.0,0
84,0,0,0,84,98.0,2.2842641503917087,0.0,0
83,0,0,0,83,98.0,2.2877190470265343,0.0,0
84,0,0,0,84,98.0,2.287898497136621,0.0,0
85,0,0,0,85,98.0,2.296244240098615,0.0,0
85,0,0,0,85,98.0,2.2793719855156342,0.0,0
82,0,0,0,82,98.0,2.2899887339325633,0.0,0
85,0,0,0,84,98.0,2.283286664121807,0.0,0
83,0,0,0,84,98.0,2.29265864354208,0.0,0
88,0,0,0,88,98.0,2.2764855214944313,0.0,0
83,0,0,0,83,98.0,2.289707669193809,0.0,0
86,0,0,0,86,98.0,2.2833363097973156,0.0,0
80,0,0,0,80,98.0,2.2788610376556884,0.0,0
84,0,0,0,84,98.0,2.298837767280912,0.0,0
83,0,0,0,83,98.0,2.2840255149598714,0.0,0
85,0,0,0,85,98.0,2.2909089064228705,0.0,0
84,0,0,0,84,98.0,2.289525047126829,0.0,0
84,0,0,0,84,98.0,2.2842641503917087,0.0,0
87,0,0,0,87,98.0,2.290137452424691,0.0,0
81,0,0,0,81,98.0,2.2842641503917087,0.0,0
84,0,0,0,84,98.0,2.285843159132231,0.0,0
83,0,0,0,83,98.0,2.288826337731014,0.0,0
90,0,0,0,90,98.0,2.291242571263845,0.0,0
82,0,0,0,82,98.0,2.2695458472723815,0.0,0
80,0,0,0,80,98.0,2.288100929170621,0.0,0
90,0,0,0,90,98.0,2.300423145460515,0.0,0
78,0,0,0,78,98.0,2.2735928051756837,0.0,0
86,0,0,0,86,98.0,2.298419862093972,0.0,0
84,0,0,0,84,98.0,2.2846364213900525,0.0,0
82,0,0,0,82,98.0,2.287898497136621,0.0,0
84,0,0,0,84,98.0,2.287165291596443,0.0,0
85,0,0,0,85,98.0,2.2946119576101562,0.0,0
83,0,0,0,83,98.0,2.268021867599577,0.0,0
84,0,0,0,84,98.0,2.2969244187824494,0.0,0
85,0,0,0,85,98.0,2.2909089064228705,0.0,0
84,0,0,0,84,98.0,2.288826337731014,0.0,0
85,0,0,0,85,98.0,2.2849075215580528,0.0,0
83,0,0,0,82,96.81927710843374,2.287898497136621,0.0,0
83,0,0,0,84,99.18072289156626,2.285843159132231,0.0,0
84,0,0,0,84,98.0,2.286286596616052,0.0,0
85,0,0,0,85,98.0,2.2854445571193716,0.0,0
83,0,0,0,83,98.0,2.2909089064228705,0.0,0
86,0,0,0,86,98.0,2.2797812101459956,0.0,0
83,0,0,0,83,98.0,2.2910652930190842,0.0,0
83,0,0,0,83,98.0,2.2978600563566274,0.0,0
85,0,0,0,85,98.0,2.2909089064228705,0.0,0
84,0,0,0,84,98.0,2.285843159132231,0.0,0
83,0,0,0,83,98.0,2.287898497136621,0.0,0
84,0,0,0,84,98.0,2.2909089064228705,0.0,0
85,0,0,0,85,98.0,2.2846820555786485,0.0,0
85,0,0,0,85,98.0,2.2962442400986145,0.0,0
82,0,0,0,82,98.0,2.288826337731014,0.0,0
88,0,0,0,88,98.0,2.277114215477244,0.0,0
80,0,0,0,80,98.0,2.2877190470265347,0.0,0
84,0,0,0,84,98.0,2.280805044570925,0.0,0
86,0,0,0,86,98.0,2.2899887339325633,0.0,0
82,0,0,0,82,98.0,2.2910652930190842,0.0,0
85,0,0,0,85,98.0,2.2842641503917087,0.0,0
89,0,0,0,89,98.0,2.2908596710422007,0.0,0
79,0,0,0,79,98.0,2.287898497136621,0.0,0
83,0,0,0,83,98.0,2.287449899155419,0.0,0
83,0,0,0,84,98.0,2.2959958169061974,0.0,0
84,0,0,0,84,98.0,2.288826337731014,0.0,0
84,0,0,0,84,98.0,2.288826337731014,0.0,0
84,0,0,0,84,98.0,2.288826337731014,0.0,0
85,0,0,0,85,98.0,2.288826337731014,0.0,0
88,0,0,0,88,98.0,2.2762535526989223,0.0,0
81,0,0,0,81,98.0,2.280805044570925,0.0,0
81,0,0,0,82,99.20987654320987,2.2929762451019955,0.0,0
86,0,0,0,86,98.0,2.2910652930190842,0.0,0
83,0,0,0,82,98.0,2.274637073835522,0.0,0
83,0,0,0,83,98.0,2.2965988119928418,0.0,0
84,0,0,0,84,98.0,2.288826337731014,0.0,0
84,0,0,0,84,98.0,2.288826337731014,0.0,0
84,0,0,0,84,98.0,2.2910652930190842,0.0,0
84,0,0,0,84,98.0,2.2842641503917087,0.0,0
85,0,0,0,84,96.84705882352941,2.287449899155419,0.0,0
82,0,0,0,82,98.0,2.288639219516842,0.0,0
83,0,0,0,83,98.0,2.274637073835522,0.0,0
85,0,0,0,85,98.0,2.2997656078753055,0.0,0
83,0,0,0,83,98.0,2.2842641503917087,0.0,0
84,0,0,0,84,98.0,2.2894918476596167,0.0,0
85,0,0,0,85,98.0,2.284682055578649,0.0,0
85,0,0,0,85,98.0,2.288826337731014,0.0,0
82,0,0,0,82,98.0,2.295865774411211,0.0,0
84,0,0,0,84,98.0,2.265500676482189,0.0,0
85,0,0,0,85,98.0,2.302677941866194,0.0,0
92,0,0,0,92,98.0,2.2904196882540098,0.0,0
76,0,0,0,76,98.0,2.2812426340841916,0.0,0
84,0,0,0,84,98.0,2.288639219516842,0.0,0
83,0,0,0,83,98.0,2.288826337731014,0.0,0
86,0,0,0,86,98.0,2.2814382164628975,0.0,0
82,0,0,0,82,98.0,2.2821782716583696,0.0,0
92,0,0,0,92,98.0,2.2998152535508143,0.0,0
76,0,0,0,76,98.0,2.2877190470265343,0.0,0
85,0,0,0,85,98.0,2.2894918476596167,0.0,0
84,0,0,0,84,98.0,2.287848851461112,0.0,0
90,0,0,0,90,98.0,2.2833363097973156,0.0,0
78,0,0,0,78,98.0,2.2761351827730505,0.0,0
84,0,0,0,84,98.0,2.302677941866194,0.0,0
83,0,0,0,83,98.0,2.288826337731014,0.0,0
84,0,0,0,84,98.0,2.2926098933537027,0.0,0
85,0,0,0,85,98.0,2.275021282901551,0.0,0
84,0,0,0,84,98.0,2.2930250769139713,0.0,0
84,0,0,0,84,98.0,2.285843159132231,0.0,0
83,0,0,0,83,98.0,2.2788610376556884,0.0,0
84,0,0,0,84,98.0,2.2972762729683964,0.0,0
85,0,0,0,85,98.0,2.2909089064228705,0.0,0
83,0,0,0,83,98.0,2.2878984971366205,0.0,0
85,0,0,0,85,98.0,2.287898497136621,0.0,0
83,0,0,0,83,98.0,2.285464250620856,0.0,0
84,0,0,0,84,98.0,2.276678070057439,0.0,0
84,0,0,0,84,98.0,2.288826337731014,0.0,0
84,0,0,0,84,98.0,2.2998152535508143,0.0,0
84,0,0,0,84,98.0,2.276678070057439,0.0,0
84,0,0,0,84,98.0,2.3049445549548357,0.0,0
84,0,0,0,84,98.0,2.288826337731014,0.0,0
84,0,0,0,84,98.0,2.2859946871177574,0.0,0
87,0,0,0,87,98.0,2.2814382164628975,0.0,0
81,0,0,0,81,98.0,2.270798155852879,0.0,0
84,0,0,0,84,98.0,2.3081609965128083,0.0,0
84,0,0,0,84,98.0,2.2859946871177574,0.0,0
84,0,0,0,84,98.0,2.2686674723646516,0.0,0
84,0,0,0,84,98.0,2.302982049433278,0.0,0
86,0,0,0,86,98.0,2.288826337731014,0.0,0
82,0,0,0,82,98.0,2.2730437233125267,0.0,0
84,0,0,0,84,98.0,2.2994667963798157,0.0,0
84,0,0,0,84,98.0,2.2675099503180696,0.0,0
84,0,0,0,84,98.0,2.2998152535508143,0.0,0
84,0,0,0,84,98.0,2.2978600563566274,0.0,0
84,0,0,0,84,98.0,2.2675099503180696,0.0,0
85,0,0,0,85,98.0,2.3087011872916317,0.0,0
90,0,0,0,90,98.0,2.286384423111163,0.0,0
82,0,0,0,82,98.0,2.276678070057439,0.0,0
79,0,0,0,79,98.0,2.2991821888208395,0.0,0
85,0,0,0,85,98.0,2.2825015819895893,0.0,0
83,0,0,0,83,98.0,2.2959958169061974,0.0,0
84,0,0,0,84,98.0,2.268021867599577,0.0,0
84,0,0,0,84,98.0,2.285843159132231,0.0,0
88,0,0,0,88,98.0,2.302982049433278,0.0,0
81,0,0,0,81,98.0,2.287898497136621,0.0,0
85,0,0,0,85,98.0,2.284114736205134,0.0,0
82,0,0,0,82,98.0,2.287898497136621,0.0,0
85,0,0,0,84,98.0,2.2910652930190842,0.0,0
83,0,0,0,84,98.0,2.2761351827730505,0.0,0
89,0,0,0,89,98.0,2.3100837746362197,0.0,0
80,0,0,0,80,98.0,2.275360343192185,0.0,0
85,0,0,0,85,98.0,2.296244240098615,0.0,0
82,0,0,0,82,98.0,2.2842641503917087,0.0,0
84,0,0,0,84,98.0,2.288826337731014,0.0,0
85,0,0,0,85,98.0,2.288385536729597,0.0,0
84,0,0,0,84,98.0,2.2755074754540554,0.0,0
86,0,0,0,86,98.0,2.294049530438537,0.0,0
89,0,0,0,89,98.0,2.288639219516842,0.0,0
78,0,0,0,78,98.0,2.2837850116815583,0.0,0
83,0,0,0,83,98.0,2.287898497136621,0.0,0
83,0,0,0,83,98.0,2.285843159132231,0.0,0
85,0,0,0,85,98.0,2.2938888751948414,0.0,0
83,0,0,0,83,98.0,2.2724702952991898,0.0,0
84,0,0,0,84,98.0,2.287898497136621,0.0,0
84,0,0,0,84,98.0,2.2995373178505276,0.0,0
86,0,0,0,86,98.0,2.2917308029476864,0.0,0
82,0,0,0,82,98.0,2.2720662370426243,0.0,0
85,0,0,0,85,98.0,2.3081609965128083,0.0,0
